,CustomerID,Recency,Frequency,Monetary,cluster_label,Recency_log,Frequency_log,Monetary_log
97,1121575000104B5,640,7,434600,0,6.46302945692067,2.0794415416798357,12.982183647768226
98,1121575000104B8,640,1,30000,3,6.46302945692067,0.6931471805599453,10.308985993422082
99,1121575000105B3,640,33,438750,2,6.46302945692067,3.5263605246161616,12.991687332961895
100,1121575000105B5,640,22,212200,2,6.46302945692067,3.1354942159291497,12.26528921768626
101,1121575000106B1,640,1,75500,3,6.46302945692067,0.6931471805599453,11.231901180182515
102,1121575000106B3,640,111,2824720,1,6.46302945692067,4.718498871295094,14.853920156623536
103,1121575000107B3,640,3,78000,0,6.46302945692067,1.3862943611198906,11.264476926102367
104,1121575000107B5,640,12,128100,0,6.46302945692067,2.5649493574615367,11.760574294255605
105,1121575000107B6,640,6,202520,0,6.46302945692067,1.9459101490553132,12.218598863855577
106,1121575000203B1,640,44,540000,2,6.46302945692067,3.8066624897703196,13.199326270390594
107,1121575000203B5,640,170,2358200,1,6.46302945692067,5.14166355650266,14.673409598176864
108,1121575000203B6,640,2,95000,0,6.46302945692067,1.0986122886681098,11.461642696843066
109,1121575000204B1,640,12,1280820,2,6.46302945692067,2.5649493574615367,14.063011836532727
110,1121575000204B3,640,39,545800,2,6.46302945692067,3.6888794541139363,13.210009719427655
111,1121575000204B4,640,1,34000,3,6.46302945692067,0.6931471805599453,10.434145214930487
112,1121575000205B1,640,6,57600,0,6.46302945692067,1.9459101490553132,10.961295207644392
113,1121575000205B3,640,64,983800,2,6.46302945692067,4.174387269895637,13.799178919809622
114,1121575000205B4,640,3,346000,0,6.46302945692067,1.3862943611198906,12.754196944209095
115,1121575000205B5,640,34,12688430,1,6.46302945692067,3.5553480614894135,16.356201191384496
116,1121575000205B6,640,22,514000,2,6.46302945692067,3.1354942159291497,13.1499804899607
117,1121575000206B4,640,79,521620,2,6.46302945692067,4.382026634673881,13.164696549520334
118,1121575000206B5,640,77,2621100,1,6.46302945692067,4.356708826689592,14.779105016473432
119,1121575000206B6,640,22,1945200,2,6.46302945692067,3.1354942159291497,14.480875871597592
120,1121575000207B5,640,3,81000,0,6.46302945692067,1.3862943611198906,11.302216779257382
121,1121581000102B5,640,6,595600,0,6.46302945692067,1.9459101490553132,13.297326258769763
122,1121581000103B3,640,55,557500,2,6.46302945692067,4.02535169073515,13.231219576036775
123,1121581000104B3,640,32,1162430,2,6.46302945692067,3.4965075614664802,13.96602405984337
124,1121581000105B1,640,1,10000,3,6.46302945692067,0.6931471805599453,9.210440366976517
125,1121581000105B3,640,381,2906320,1,6.46302945692067,5.945420608606575,14.88239857812692
126,1121581000105B5,640,24,1182900,2,6.46302945692067,3.2188758248682006,13.983480453913469
127,1121581000105B8,640,6,141000,0,6.46302945692067,1.9459101490553132,11.856522261533737
128,1121581000106B1,640,2,600000,0,6.46302945692067,1.0986122886681098,13.304686600863562
129,1121581000106B3,640,7,813000,0,6.46302945692067,2.0794415416798357,13.608487618541492
130,1121581000106B5,640,1,3000000,0,6.46302945692067,0.6931471805599453,14.914123179965662
131,1121581000106B7,640,93,4394116,1,6.46302945692067,4.543294782270004,15.295777158791129
132,1121581000107B3,640,5,64500,0,6.46302945692067,1.791759469228055,11.07443600653965
133,1121581000107B6,640,1,159000,0,6.46302945692067,0.6931471805599453,11.976665770490767
134,1121581000203B1,640,50,416920,2,6.46302945692067,3.9318256327243257,12.940652034392068
135,1121581000204B1,640,12,55000,0,6.46302945692067,2.5649493574615367,10.915106645867503
136,1121581000204B4,640,1710,8956560,1,6.46302945692067,7.444833273892193,16.007896894310242
137,1121581000204B5,640,54,8502000,1,6.46302945692067,4.007333185232471,15.955812105520248
138,1121581000205B1,640,6,453000,0,6.46302945692067,1.9459101490553132,13.023649611968253
139,1121581000205B3,640,35,575150,2,6.46302945692067,3.58351893845611,13.262387893999511
140,1121581000205B8,640,376,7530176,1,6.46302945692067,5.932245187448011,15.83442910547591
141,1121581000206B3,640,11,316500,0,6.46302945692067,2.4849066497880004,12.66508168011904
142,1121581000206B5,640,31,556900,2,6.46302945692067,3.4657359027997265,13.230142765230664
143,1121581000206B6,640,9,1765000,2,6.46302945692067,2.302585092994046,14.383661814921611
144,1121581000207B5,640,5,43900,3,6.46302945692067,1.791759469228055,10.689692377847104
145,1123057000103B1,640,6,81300,0,6.46302945692067,1.9459101490553132,11.305913595583258
146,1123057000103B5,640,93,1047800,1,6.46302945692067,4.543294782270004,13.862204240336409
147,1123057000104B1,640,3,86000,0,6.46302945692067,1.3862943611198906,11.362114203075018
148,1123057000104B3,640,10,94000,0,6.46302945692067,2.3978952727983707,11.451060699493427
149,1123057000104B4,640,19,1099800,2,6.46302945692067,2.995732273553991,13.910639812311667
150,1123057000104B6,640,3,39600,3,6.46302945692067,1.3862943611198906,10.586609649448985
151,1123057000105B1,640,200,1772500,1,6.46302945692067,5.303304908059076,14.387902101563155
152,1123057000105B3,640,8,62000,0,6.46302945692067,2.1972245773362196,11.034905792929415
153,1123057000105B4,640,2,34600,3,6.46302945692067,1.0986122886681098,10.451637862362272
154,1123057000105B6,640,3,51100,3,6.46302945692067,1.3862943611198906,10.841559345471941
155,1123057000106B4,640,106,877810,1,6.46302945692067,4.672828834461906,13.685186587486076
156,1123057000106B5,640,19,391900,2,6.46302945692067,2.995732273553991,12.878764535855812
157,1123057000107B4,640,3,46000,3,6.46302945692067,1.3862943611198906,10.736418414365376
158,1123057000202B1,640,1,2000,3,6.46302945692067,0.6931471805599453,7.601402334583733
159,1123057000202B3,640,10,69400,0,6.46302945692067,2.3978952727983707,11.147656555612986
160,1123057000202B8,640,1,9000,3,6.46302945692067,0.6931471805599453,9.105090961257085
161,1123057000203B1,640,16,3770000,2,6.46302945692067,2.833213344056216,15.142585824676148
162,1123057000203B3,640,79,1798700,1,6.46302945692067,4.382026634673881,14.402575295672987
163,1123057000204B1,640,84,1014500,2,6.46302945692067,4.442651256490317,13.829907423954765
164,1123057000204B3,640,565,5318550,1,6.46302945692067,6.338594078203183,15.48671145579776
165,1123057000204B6,640,3,1530000,0,6.46302945692067,1.3862943611198906,14.240778946963175
166,1123057000204B7,640,3,90000,0,6.46302945692067,1.3862943611198906,11.407576060361786
167,1123057000204B8,640,3,145000,0,6.46302945692067,1.3862943611198906,11.884495917930655
168,1123057000205B1,640,58,696500,2,6.46302945692067,4.07753744390572,13.453824507951147
169,1123057000205B3,640,268,1856335,1,6.46302945692067,5.594711379601839,14.434115210426278
170,1123057000205B6,640,3,44000,3,6.46302945692067,1.3862943611198906,10.691967639914864
